2018-11-14 09:00,青海交通职业技术学院2018年中国技能大赛——第十届全国机械工程大赛设备采购项目,青海省公共资源交易中心二楼8号开标厅（青海省西宁市西川南路53号）
2018-11-14 09:00,青海省财政厅预算绩效评价第三方机构采购项目,青海省政府采购中心（海湖新区海晏路75号地矿综合写字楼15楼）。
2018-11-14 09:00,舆情监控系统维保服务,海西州行政服务和公共资源交易中心4楼(德令哈市环城西路与经一路柴达木职业技术学院西侧) 
2018-11-14 09:00,青海省第五人民医院电脑打印机采购项目,投标地址：青海省政府采购电子化升级后的平台；开标地址：青海省政府采购中心开标室（海湖新区海晏路75号地矿综合写字楼15楼）。
2018-11-14 09:00,2018年第二批仙米乡讨拉村草原建设项目围栏建设,青海省公共资源交易中心2楼开标厅（地址：青海省西宁市西川南路53号文博大厦）
2018-11-14 09:00,2018年水污染防治专项资金项目青海湖流域生态环境保护与综合治理工程生态成效评估项目,青海省人民政府行政服务和公共资源交易中心4号开标室
2018-11-14 09:00,青海广播电视台1000平米演播厅更新改造项目（包一演播厅灯具）,青海省人民政府行政服务和公共资源交易中心二楼6号开标室，地址：青海省西宁市西川南路53号文博大厦
2018-11-14 09:00,青海省第五人民医院电脑打印机采购项目,投标地址：青海省政府采购电子化升级后的平台；开标地址：青海省政府采购中心开标室（海湖新区海晏路75号地矿综合写字楼15楼）。
2018-11-14 09:00,平安区石灰窑中心学校浴室建设项目,海东市公共资源交易中心交易大厅（海东市平安区平安大道206号六楼）
2018-11-14 09:30,西宁科技大市场布展项目,西宁市公共资源交易中心二楼
2018-11-14 09:30,西宁市中小学生社会实践教育中心接送学生车辆租车服务,青海省西宁市城西区黄河路90号西宁市政府综合大楼三楼青海国焱招标代理有限公司
2018-11-14 09:30,格尔木市公安局基层民警休息用床采购项目  ,格尔木市行政服务和公共资源交易中心3号开标厅（格尔木市泰山路21号盐湖广场办事大厅4楼开标大厅）
2018-11-14 09:30,2018年第二批现代职教质量提升计划专项资金中药标本维护项目,西宁市西川南路76号万达中心1号写字楼5楼10508室
2018-11-14 09:30,乌兰县人民医院门诊医技综合楼、妇保院业务用房全自动柴油发电机采购,青海思源招标代理有限公司会议室（西宁市城西区胜利路1号 招银大厦7楼）
2018-11-14 09:30,沙塘川河流域（城东段）水环境综合治理项目监理,由投标人在投标截止时间前将电子投标文件上传到《西宁市公共资源交易中心网》，同时递交相同内容的纸质版投标文件和未加密的电子版投标文件，开标时投标人用CA电子证书解密《西宁市公共资源交易中心网》电子招投标系统中上传的电子投标文件，当无法解密时使用未加密版电子投标文件导入。
2018-11-14 09:30,海北州公安局高清拍摄及非编设备项目,海北州电子化政府采购平台网址：www.hbzfcg.gov.cn
2018-11-14 09:30,消毒供应室安装工程及采购消毒设备采购项目,海东市公共资源交易中心
2018-11-14 09:30,西宁市城东区疾控中心实验楼及园山社区卫生服务中心项目,西宁市公共资源交易中心2楼5号开标室（海湖路海湖桥北西侧金座维尼谷小区楼下，湟水花园小区对面）
2018-11-14 09:30,全市三县贫困村卫生室电视机采购项目,西宁市公共资源交易中心二楼3号谈判室
2018-11-14 09:30,青海省森林公安局通信设备购置,西宁市城西区西川南路76号万达中心4号楼（万达嘉华酒店西侧 ）22层12206室
2018-11-14 09:30,西宁市五一学校智慧校园建设项目,国采（青海）招标有限公司（西宁市城北区经四路26号国家级科技孵化器大厦3楼）
2018-11-14 09:30,《唐蕃古道—七省区文物联展精品》及《唐蕃古道—青海棺板画及精品文物汇集》图书排版印刷,文物出版社
2018-11-14 09:30,2018年第二批现代职教质量提升计划专项资金眼视光专业设备采购项目,深圳市振东招标代理有限公司 地址：西宁市城东区建国南路与夏都大街交汇处新千国际广场19号楼12层1124室
2018-11-14 09:30,新区行政中心办公楼网络集成维护服务项目,海西州行政服务和公共资源交易中心4楼(德令哈市环城西路与经一路柴达木职业技术学院西侧)
2018-11-14 09:30,西宁市公安局城西公安分局实验室资质认定设备购置项目,西宁市公共资源交易中心二楼
2018-11-14 09:30,残疾人家庭无障碍改造服务项目,西宁市城西区文苑路财富中心B座8楼2082室
2018-11-14 09:30,同仁县教育局学生用锅炉项目（二次）,西宁市城西区西川南路76号4号楼25层12507室
2018-11-14 10:00,2018年特警专业无人机建设项目,青海省人民政府行政服务和公共资源交易中心（西川南路53号文博大厦）
2018-11-14 10:00,共和县2018年县级支农资金奶牛养殖基地建设项目,西宁市城西区万达中心4号楼（西侧）写字楼8楼10808室
2018-11-14 10:00,2018年青海大学图书馆文献信息服务平台建设项目续订中文数据库项目,包一：同方知网（北京）技术 有限公司  北京市海淀区西小 U路66号东升科技 园北领地A2楼 包二：北京世纪超星信息技术发展有限责任公司 北京市海淀区上地 三街9号金隅嘉华 大厦C座710室 包三：北京智诚阅品文化传播有限公司  北京市海淀区清华 科技园创业大厦5层 包四：中宏智库（北京）经济咨询中心  北京市西城区月坛 南街85号巴黎公寓 B 座201包五：北京万方数据股份有限公司  北京市海淀区复兴 路15号包六：北京新东方讯程网络科技有限公司  北京市海淀区海淀 东三街2号18层包七：武汉鼎森电子科技有限公司  湖北省武汉市江汉经 济开发区江旺路8号， 红t街区5栋3层
2018-11-14 10:00,乌兰县人民医院门诊医技综合楼、妇保院业务用房全自动柴油发电机采购,青海思源招标代理有限公司会议室（西宁市城西区胜利路1号 招银大厦7楼）
2018-11-14 10:30,上法台村、沙卡村扶贫药材基地田间道路及扎门村旅游扶贫景点内道路建设工程,海东市平安区政务服务中心三楼开标室
2018-11-14 10:30,海晏县教育局关于采购基层幼儿园玩教具等设备,陕西希地工程项目管理有限公司（青海省海湖新区西城名邸11号楼2单元2213室）
2018-11-14 10:30,海晏县教育局关于采购基层幼儿园玩教具等设备,陕西希地工程项目管理有限公司（青海省海湖新区西城名邸11号楼2单元2213室）
2018-11-14 11:00,全市三县贫困村卫生室电视机采购项目,西宁市公共资源交易中心二楼3号谈判室
2018-11-14 14:00,2018年第二批仙米乡讨拉村草原建设项目畜棚圈,青海省公共资源交易中心2楼多功能厅（西侧）（地址：青海省西宁市西川南路53号文博大厦）
2018-11-14 14:00,2018中央财政-青海大学土木工程一级学科硕士点项目（岩土工程平台）,undefined
2018-11-14 14:00,2018中央财政-青海大学土木工程一级学科硕士点项目（土木工程环境监测与虚拟仿真实验教学平台）,上海龙象环保科技有限公司
2018-11-14 14:00,刚察县县城生活饮用水水质化验室设备及自来水办公用品采购项目,青海省人民政府服务和公共资源交易中心（西宁市城西区西川南路53号文博大厦二楼）
2018-11-14 14:30,湟中县2018年农业综合开发第二批土地治理项目,西宁市城北区海湖桥北（湟水花园西门对面）西宁市公共资源交易中心二楼
2018-11-14 14:30,湟源县中小学校安保人员采购项目(二次),西宁市公共资源交易中心
2018-11-14 14:30,智能化信息系统采购项目,海东市公共资源交易中心
2018-11-14 14:30,西宁市公安局城西公安分局警务装备采购项目,西宁市公共资源交易中心二楼
2018-11-14 14:30,班玛县青青录播教育设备采购,西宁市公共资源交易中心
2018-11-14 14:30,都兰县农牧区集体产权制度改革委托第三方清产核资项目,青海省西宁市西川南路76号万达中心1号写字楼6楼10605室
2018-11-14 14:30,湟中县农牧和扶贫开发科技局实验室设备采购项目,青海省西宁市城西区黄河路90号市政府综合办公大楼三楼
2018-11-14 14:30,2018年青海省食品安全风险监测项目,包1：中国食品发酵工业研究院有限公司 包2：甘肃中商食品质量检验检测有限公司 包3：国贸食品科技（北京）有限公司 包4：谱尼测试集团股份有限公司 包5：青海出入境检验检疫局检验检疫综合技术中心
2018-11-14 14:30,玉树州综治中心信息平台软件设备采购项目,青海省西宁市城西区西川南路76号1号楼27层12701室
2018-11-14 14:30,青海师范大学2018年中央财政支持地方高校——转型发展项目,深圳市振东招标代理有限公司地址：西宁市城东区建国南路新千国际广场19号楼12层1124室
2018-11-14 14:30,义务教育均衡发展教学仪器采购（体育器材和设备）,青海省行政服务和公共资源交易中心
