序号,开标时间,项目名称,开标地点,采购单位
1,2018-05-11 09:00,2017年省级生均拨款专项采购项目,投标地址：青海省政府采购电子化平台；开标地址：青海省政府采购中心开标大厅（西宁市城西区黄河路30号）,青海大学
2,2018-05-11 09:00,中国人民解放军62215部队羊八井军方通信线路迁改工程1、2,青海省行政服务和公共资源交易中心二楼（青海省西宁市西川南路53号),中国人民解放军62215部队
3,2018-05-11 09:00,青海省图书馆数字体验中心建设项目（二）,投标地址：青海省政府采购电子化平台；开标地址：青海省政府采购中心开标大厅（西宁市城西区黄河路30号）。,青海省图书馆
4,2018-05-11 09:00,青海三江源生态保护和建设二期工程贵南县2017年度林业有害生物防控项目,青海省西宁市城西区文景街14号青海诚鑫招标有限公司1号会议室,贵南县环境保护和林业局
5,2018-05-11 09:00,青海省交通医院妇科设备采购项目,西川南路76号万达中心1号写字楼5楼10508室,青海省交通医院
6,2018-05-11 09:30,全面改薄装备采购项目,西宁市公共资源交易中心2楼3号竞谈室,西宁市教育局
7,2018-05-11 09:30,2018商务厅口岸联检综合楼安保服务采购项目,西宁市城西区胜利路25号万方城A座18楼11802室,青海省商务厅
8,2018-05-11 09:30,海北州公安局业务装备项目,海北州电子化政府采购平台(网址：www.hbzfcg.gov.cn),海北州公安局  
9,2018-05-11 09:30,西宁市中小学生社会实践教育中心接送学生租用车辆,西宁市公共资源交易中心二楼 2 号谈判室,西宁市中小学生社会实践教育中心 
10,2018-05-11 09:30,2017年村级公益事业一事一议财政奖补资金—大通县长宁镇王家庄村内广场硬化项目,西宁市公共资源交易中心二楼（西宁市城西区海湖桥北金座维尼谷）,大通回族土族自治县长宁镇王家庄村民委员会
11,2018-05-11 09:30,玉树藏族自治州人民代表大会常务委员会办公室办公楼维修改造项目,青海省西宁市城西区西川南路76号万达中心4号写字楼22层12201室,玉树藏族自治州人民代表大会常务委员会办公室
12,2018-05-11 09:30,互助县北山林场林业“三防”智能管控系统续建项目 ,青海辉泰消防工程有限公司,互助县北山林场
13,2018-05-11 09:30,城中区2018年市政服务设施维修维护服务单位项目,西宁市公共资源交易中心（西宁市城北区海湖桥北侧，湟水花园小区西门正对面）,西宁市城中区市政公用服务中心
14,2018-05-11 09:30,大通县东峡镇老虎沟村乡村旅游扶贫项目,西宁市公共资源交易中心2楼（西宁市城西区海湖桥北金座维尼谷）（湟水花园西门对面）,大通回族土族自治县东峡镇人民政府
15,2018-05-11 09:30,香日德镇河西片区国土绿化项目,德令哈市环城西路与经一路三段交汇处（柴达木职业技术学院西侧）海西州行政服务和公共资源交易中心四楼,都兰县住房和城乡建设局  
16,2018-05-11 09:30,西宁市世纪职业技术学校户外招生广告发布服务采购,青海省西宁市城西区黄河路90号西宁市政府综合大楼三楼青海国焱招标代理有限公司开标室,西宁市世纪职业技术学校
17,2018-05-11 09:30,青海省康复医院放射卫生设备采购项目,西宁市城北区朝阳东路34-2号，青海物产大厦11层,青海省康复医院
18,2018-05-11 10:00,玉树州申报世界自然遗产工作领导小组设备采购项目,玉树州财政局三楼会议室,玉树州申遗办
19,2018-05-11 10:00,青海省泽库县公安局办公设备购置项目,青海省黄南州同仁县康乐北路州政府3号楼黄南州公共资源交易中心一楼交易大厅,青海省泽库县公安局 
20,2018-05-11 10:00,海北州交警支队视频会议建设项目,海北州电子化政府采购平台(网址：www.hbzfcg.gov.cn),海北州交警支队
21,2018-05-11 10:00,国家级非遗传承人抢救性记录工程采购项目,青海省公共资源交易中心2楼多功能厅（西侧）（青海省西宁市西川南路53号）,青海省艺术研究所
22,2018-05-11 10:30,贵南县标准化考场广播系统和中考体育考试设备等测试议、标准化考场广播系统采购项目(包一）第二次,青海省行政服务和公共资源交易中心,贵南县教育局
23,2018-05-11 10:30,果洛州2018年城乡劳动力技能培训项目,青海省人民政府行政服务和公共资源交易中心二楼,果洛州人力资源和社会保障局
24,2018-05-11 14:30,购置五分类全细胞仪项目,青海省人民政府行政服务和公共资源交易中心2楼，具体开标厅编号详见开标当日液晶显示屏提示信息。地址：青海省西宁市西川南路53号文博大厦,同仁县隆务镇卫生院
25,2018-05-11 14:30,城西区社区康复中心“健康伴你童行”项目,西宁市公共资源交易中心二楼开标室,西宁市城西区残疾人联合会
26,2018-05-11 14:30,共和县扶贫产业园建设项目,共和县财政局三楼会议室,共和县扶贫开发局
27,2018-05-11 14:30,义务教育均衡发展项目（二次）,黄南州公共资源交易中心,同仁县民族中学
28,2018-05-11 14:30,玉树州第二民族高级中学教室信息栏采购项目,西宁市城西区西川南路76号1号楼27层12701室（万达嘉华酒店旁边1号写字楼）,玉树州第二民族高级中学
29,2018-05-11 14:30,青海民族大学唐卡定制绘画项目（三次）,西宁市八一中路3号青海民族大学东序校区鸿文楼8楼802室(如有变化另行通知),青海民族大学
30,2018-05-11 14:30,2018年林业改革发展资金及地方配套资金林业有害生物防控项目,青海省西宁市西川南路53号（青海省人民政府行政服务和公共资源交易中心二楼6号开标室）,海东市乐都区林业局
31,2018-05-11 14:40,青海省第五人民医院计算机及办公耗材采购项目,投标地址：青海省政府采购电子化平台；开标地址：青海省政府采购中心（青海省西宁市黄河路30号）,青海省第五人民医院
32,2018-05-11 15:00,德令哈市2017年森林生态效益补偿基金设备采购项目,海西州行政服务和公共资源交易中心四楼开标大厅（德令哈市环城西路与经一路三段交汇处柴达木职业技术学院西侧）。,德令哈市林业局
33,2018-05-11 15:00,曲麻莱县县城环境整治项目,西宁市城西区海湖新区同盛路万达广场2号公寓17层11713室,曲麻莱县住房和城乡建设局
34,2018-05-11 15:00,海南州藏医院庭院建设项目,海南州共和县城北新区政和大街海南州行政服务和公共资源交易中心五楼,青海省海南藏族自治州藏医院
35,2018-05-11 15:00,曲麻莱县县城环境整治项目,西宁市城西区海湖新区同盛路万达广场2号公寓17层11713室,曲麻莱县住房和城乡建设局
36,2018-05-11 15:00,班玛县各行政事业单位会计记账代理业务采购项目,四川国际招标有限责任公司青海分公司开标厅（西宁市城西区东交通巷1号银泰大厦4楼）,班玛县财政局
